0	1	2
Sess01_script03_M007	3	'글쎄요. 그건 아쉬움이라기보단 궁금증이겠죠. 아니면 도대체 날 이렇게 엿 먹인 게 누굴까? 하는 질투 정도로 해석되는군요.'
Sess01_impro04_M031	0	'(귀여워 죽겠네 아니 근데) 수건 어디 갔어?'
Sess01_script05_M005	3	'아니 뭔데    아이 한참 재밌게 보고 있는데.'
Sess01_impro04_F028	0	'은서 안깨게    일단 씻고 와.'
Sess01_impro02_F007	2	'(미치겠네 진짜 근데) 벌써 세 번째잖아 너도 나이가 있는데.'
Sess01_script04_F001	3	'네 이유진입니다.'
Sess01_script02_F030	3	'100일 반지. 으이그 이 무능력한 남자야 여자인 내가 반지를 준비해야겠어? 다 오빠가 당연히 준비해야지.'
Sess01_script01_M001	1	'어 저 지그 지금 사람 친 거야? 지금 사람 친 거 맞지? 그치?'
Sess01_script01_F021	3	'아 지금 뭐 하려고?    어?'
Sess01_script01_M012	5	'잠깐만. 잠깐만 우 우리 어 냉정하게 생각해보자. o  어차피 사람이 인지 아닌지도 모르는데 그럼 내가 그냥 가도 된다는 거지? 그럼 된다는 거 아냐?'
Sess01_script02_F008	3	'음 내 꿈은 오빠한테 시집가는거.'
Sess01_script03_F002	3	'회의 시작 전이죠?'
Sess01_script06_F017	0	'o  N  아 사랑하는 오빠. 나 잊으면 안 돼. 나 잊으면 안 돼. 어? 어? 나 마침 구두를 새로 사야 되는데.'
Sess01_script05_M018	6	'야 미숙아    그게 중요한 게 아냐. 그런 그게 중요한 게 아니잖아. 일단 입원 치료하고 수술부터 받자 그럼 살 수 있어.'
Sess01_impro01_F007	3	'아 어디 가셨는지 모르겠지만 외국에도 라면이 있었나요?'
Sess01_impro02_M005	3	'그죠 아 진정해야. (맞아요 예)'
Sess01_impro04_F025	3	'(한번 왜) 뭐 어때서? o'
Sess01_script01_M019	5	'너도 사라지게 해줄까? 어?'
Sess01_script04_F012	3	'회사 다닐 때 했습니다.'
Sess01_impro02_M017	6	'(어 아) 엄마 죄송해요. 제가 저, 저도 예민했던 거 알긴 아는데 o  근데 전 하 엄마한테까지.'
Sess01_script04_M011	3	'어 근데 유진 씨는 애인 있어요?'
Sess01_impro04_M004	3	'아니 그냥 먼저 먹지.'
Sess01_script02_M008	3	'그럼. 궁금하지.'
Sess01_script04_F003	3	'네 (감사합니다)'
Sess01_impro04_F013	3	'나 그때 맹장 터졌을 때    o  그때 막 병원에서 우리 은미 죽어요    하면서 막 뛰어왔잖아 o  맹장이 죽을병 걸린 줄 알겠어 누가 보면.'
Sess01_script03_M013	3	'제가 말씀드리면 소은 씨는 발전하는 게 아니라 o  퇴보하게 될 겁니다. 발전이란 바탕이 있어야 높아지는 건데 잔인한 얘기겠지만 소은 씨는 바탕이 부족합니다. 작성 후 읽어는 보셨습니까? 페이지 하나하나 마다 오타가 하나씩 있습니다 (그리고)'
Sess01_impro01_M003	3	'어린 손님들의 입맛은 어떻게 맞출겁니까? 주변에 된장 좋아하는 나이 어린 사람도 있습니까?'
Sess01_script02_M032	0	'여진아    사랑한다. 진짜 사랑해.'
Sess01_impro01_F005	3	'진짜 말을 말아야지. 일본은 미소에요. 미소와 된장은 엄연히 다릅니다. 그런 것도 몰라요? 어디서   .'
Sess01_impro04_F020	3	'아 왜.'
Sess01_script04_F019	3	'신성? 신성 좋아하고 있네. 이력서 한 줄 채우려고 내가 특기를 좀 과장되게 썼지만 그렇다고 이걸 이런 식으로 엮는 게 오히려 이상한 신성모독 아닌가요? 당신들 습관인 거 같은데 가뜩이나 취직 안 돼서 괴로워 죽겠는데, 사람 갖고 놀아?'
Sess01_impro04_F032	3	'벗고 있어?'
Sess01_impro03_F008	2	'무슨 말이에요 내가 막을 수 있었는데 안 막았다는 얘기에요?'
Sess01_script06_F013	1	'(어쩌면 좋냐 아 진짜) 뭔데 빨리 빨리.'
Sess01_script04_M003	3	'(사정으로 네) 잘 알겠습니다.    o  어 학점은 꽤 높군요. 전공 지식도 풍부하고 대학원까지 나왔으니 이 분야에 대해서는 많이 아실 것 같습니다.'
Sess01_script05_M002	3	'(재밌어 아이) 웃기잖아.    아니 야 근데 이 이 바나나 너무 맛있다. 어디서 산 거야?'
Sess01_impro04_F008	1	'약 상자가 어딨는지도 몰라요 의사선생님?'
Sess01_script05_M014	6	'틀리긴 뭐 틀 뭘 틀려.'
Sess01_impro04_F017	3	'아휴 나보다 나를 더 챙겨주는 사람이 있다는 게 얼마나 좋은 건지 당신이랑 결혼해서 너무 좋아 다행이야.'
Sess01_script02_F024	3	'에휴 참나.'
Sess01_script03_M015	3	'음 맞습니다. 그 지속성. 그리고 기본적으로 이번 프로젝트는 3년이란 시간을 기본 바탕으로 하고 있습니다. 그중에서 가장 필요한 게 담당자의 책임감과 꾸준함이죠. 환경 문제가 단 한 번 해결되는 게 아닙니다. 하지만 소은 씨는 그 기본마저 안 되어 있습니다. 자기 보고서 하나도 제대로 완수 못하고 오타를 내는 담당자한테 어떻게 3년이나 지속되는 프로젝트를 맡길 수가 (있겠습니까)'
Sess01_script06_M014	3	'성희야 나 어떡하냐.'
Sess01_impro03_F023	2	'윤찬 씨 윤찬 씨.'
Sess01_script02_F019	3	'아 이게 뭐야? 중국집 젓가락들이잖아.'
Sess01_script04_F002	3	'아 원래 인서울권 대학에 합격했지만 집안 (사정으로)'
Sess01_script03_M005	3	'팀도 아닌데 설명을 드려야 됩니까?'
Sess01_script03_M009	3	'생각보다 소은씨는 까다롭군요. 그게 왜 궁금합니까?'
Sess01_impro04_M002	3	'먹었지.'
Sess01_script03_F006	3	'뭐 이리 깐깐하실까. 어차피 환경 프로젝트가 시작되면 회사 사람들은 다 아는 아이디어인데 굳이 감추실 필욘 없잖아요.'
Sess01_script03_M016	2	'제 이야기는 끝난 것 같군요. 회의 시작 10분 전입니다. 저는 소은 씨한테 5분을 드렸고 소은 씨는 어느 정도 이해한 것 같군요. 버려진 5분만큼 발 본인을 발전시키고    나중에 만납시다. 그럼 나가주시죠.'
Sess01_impro03_M014	3	'잘 생각하고 있습니다. 저 이렇게 못 당해요. 제가 감봉되면 마는데 부장님은 아마 타격이 가게 되면 더 크겠죠 저보다?'
Sess01_script06_M025	0	'진작에 그럴 것이지.    야 얼마 필요해?'
Sess01_impro01_M002	3	'제가 잠깐만 하나 물어보겠습니다. 음식먹기 전에. 된장베이스라 했는데, 남녀노소가 과연 좋아할까요?'
Sess01_impro02_M007	3	'근데 아들아    그래도 잘 버텨봐 이게 사회생활이라는 게.'
Sess01_impro04_M034	0	'그럼 들어와.'
Sess01_impro04_F029	0	'으이그. (귀여워 죽겠네)'
Sess01_script04_F014	3	'설마.'
Sess01_script03_M012	3	'아뇨 기본이 부족해서 싫고 이 뜻은 심사위원 모두 공감했습니다.'
Sess01_impro02_F021	3	'참치 넣고 끓여줄게.'
Sess01_script01_M016	5	'(건데   ) 너 내가 망가지길 바래? 어? 내가 인생 바닥으로 떨어지길 바라냐고.'
Sess01_impro01_M001	3	'맛이야 있겠죠. 한 번 먹어보고 거 겉모습은 잘 꾸며놨네요. o'
Sess01_script06_F012	1	'뭐야? 여섯개 다 맞은 거야? 여섯개 다 맞은 거야? 어? 아니야? 아 쫌. 말 좀 해봐. o'
Sess01_script01_M020	5	'지금 니가 나한테 하는 짓이 더 이상해.'
Sess01_script03_F007	3	'아 아 그건 뭐랄까 음 아쉬움? 그래요 아쉬움.'
Sess01_script03_F016	3	'(있겠습니까 아니) 그래도.'
Sess01_script02_M025	3	'뭐? 아 그게 갑자기 왜 그래?'
Sess01_impro01_F008	3	'외국에서 그렇게 잘나가시는 분이 왜 들어오셨을까? 왜 한국으로 기어들어오셨을까? o  저기요. 여기는 내 주방입니다. 당신이 그렇게 말할 건 아니라고 보는데.'
Sess01_impro03_M017	1	'뒤에서 돈 받아드셨, 받아먹으셨죠?'
Sess01_script03_F015	3	'그야 환경 단체와 지속적으로 이야기를 나누며 그게.'
Sess01_impro04_M006	3	'이거 뭐야 손은 왜 이래.'
Sess01_impro04_M022	3	'아이 무슨 사랑한대 당연히 사랑하는 건 하는 건데 그렇다고 무슨 또 (이 오밤중에)'
Sess01_impro02_F008	3	'아니 그 난 그 말이 (아니라)'
Sess01_script01_M026	5	'우리 이대로 가면 가면 돼. 우리 아무 일도 없잖아. 어? 우린 그 전처럼 돌아가면 되는거야. 이 그 사람이 죽었든 살았든 우린 사람을 친 적이 없어.'
Sess01_script01_F015	2	'지금 계속 무슨 말이야.'
Sess01_script06_M009	4	'어이고 오 예 예 오 두 개 맞았어. 봐봐 어 보자 보자 보자    어이 어이 예스 오 오케바리다잉 어?'
Sess02_script04_M030	5	'뭐야.    씨    어디서 어디서 나타난 거야.'
Sess02_script05_M012	2	'(좀  아이) 됐구요. 그럼    취직 공부하느라 연애할 시간도 없었던    그럼 o  마지막 연애는 언제 하셨는데요?'
Sess02_script06_M015	3	'이제 뭐 제 얘기는 끝난 거 같습니다.    회의시작 10분 전인데    저는 소은씨한테 5분이라는 시간을 드렸고 소은씨는 어느것도 하나 이해를 못 한 거 같네요.    버려진 5분만큼 본인을 발전시키고 나중에 봅시다. 자 그럼 나가주세요.'
Sess02_impro03_M016	2	'아 자존심 안 상해요?'
Sess02_script03_M029	0	'아이고 진짜 진작 그럴 것이지.       야 얼마나 필요해서 그러냐? 어? o'
Sess02_script03_F019	0	'o  아 제대로 꼬집어야 꿈인지 아닌지 알 수 있지. o'
Sess02_script01_M007	0	'우리 여진인 꿈이 뭐야?'
Sess02_impro02_F015	3	'선희랑 또 왜 싸웠어?'
Sess02_impro01_M028	0	'아이 잘 시간 피곤해 나 지금    (퇴근해서).'
Sess02_script02_M024	6	'미선아 내가 잘못했다. 어?    내가 잘못했어. 그니까 빨리 병원 가서 검사받자. 어? 제발 제발 좀 나랑 같이 살아주라.'
Sess02_script04_M017	1	'야. 전화기 내려놔. 어?'
Sess02_impro04_F019	4	'어 그런 적 없는데?'
Sess02_script02_F014	6	'여보.    우리 아버지 기억해? 사고로 돌아가신 울 아빠?'
Sess02_impro03_M020	2	'일을 분배를 해서 하는 거잖아요. 네?'
Sess02_impro03_M008	3	'아니    먹어봤어요? 당 지금 미진씨가 (만든 거).'
Sess02_impro02_F006	3	'.'
Sess02_impro04_F012	3	'아무래도 그렇겠죠? 회사차원에서 여는 거니까?'
Sess02_script04_F002	3	'하 지섭씨 일단 112에 신고부터 하자.'
Sess02_impro02_M008	3	'아이 지는 진짜 얼마나 잘났다고.'
Sess02_impro03_F006	3	'어    예.'
Sess02_script01_M011	6	'근데    꿈은 왜 물어본 거야?'
Sess02_script06_F006	3	'뭐 이래 깐깐하실까. 뭐 어차피 환경프로젝트가 시작되면 회사 사람들 다 아는 아이디언데 굳이 감추실 필요는 없잖아요.'
Sess02_script06_M009	3	'아이 생각보다 소은씨 까다롭네요.    아이 그게 왜 궁금해요?'
Sess02_impro01_F036	3	'아 빨리 한번만 해 줘.'
Sess02_script01_M003	3	'아이 갑자기 햄버거 먹다가 말고 이건 뭐.       글쎄 아이 근데 그걸 왜 물어보는데?'
Sess02_impro01_F002	3	'음 왔어요?'
Sess02_impro03_F015	2	'예?'
Sess02_impro01_M031	0	'아 (됐어 그만해)'
Sess02_script06_F014	3	'(그리고 아니)    오타때문에 아이디어를 탈락시키셨다구요? 가장 좋은 아이디어를 오타 때문에?'
Sess02_impro01_M041	0	'아이 니가 만들어 주는거야 다 맛있지.'
Sess02_impro04_F003	3	'이상하게 자꾸만 비네 금액이.'
Sess02_impro02_F021	6	'음.    울고 싶으면 울어. 울어도 돼. 오늘 세상에서 제일 슬픈 거는 너니까 그리고 그래도 나이니까    응 너랑 헤어진 여자친구도 세상에서 제일 슬플거야.    응 괜찮아? 괜찮아?'
Sess02_impro03_F013	2	'o  책임자는 맞는데요. 책임자는 책임잔데 제가.'
Sess02_script03_F025	0	'o  아 오빠 내가 (어  내 친구) 은지랑 그 소개팅 하고싶다고 그랬잖아. 내가 바로 주선해볼게. o'
Sess02_impro01_M004	3	'오늘 뭐 했어?'
Sess02_impro02_M026	3	'그래 응 먹자 엄마.'
Sess02_impro01_F011	3	'아이 됐다니까.'
Sess02_script03_M031	0	'나도    아이 미쳤나봐 진짜 꿈이야 생시야.'
Sess02_script03_M022	0	'와    야 야 야 난 진짜    심장 뛰는 거 봐.    와    (미치겠다 이거 우아)'
Sess02_script05_M011	2	'아   그래서 옷이 그렇구나.'
Sess02_script04_M002	5	'아이 씨 아이 그러니까 날 말렸어야지.    아이 씨 술 먹어서    운전 안 한다니까 진짜 씨.    아이 씨.'
Sess02_script05_M017	2	'잘 잘하시네요. 아이 근데 목소리가 너무 작다. 조금만 더 크게.'
Sess02_script01_M031	0	'여진아.'
Sess02_script03_M024	0	'이 사실 그 누구한테도 말하면 안돼. o'
Sess02_script03_M020	0	'o  야 좀 꼬집어 봐.'
Sess02_script03_F014	1	'아 왜 뭔데 여섯개 다 맞은 거야? 여섯개 다 맞은 거야? 아니야? 어? 좀 말좀 해봐.'
Sess02_script01_M010	6	'아 아니 그게 아니라    갑자기 물어보니까 당황스러워서 그렇지.'
Sess02_script05_F015	3	'아 지금 여기서 춤 추고 노래하라고요?'
Sess02_impro02_M005	3	'아이 그랬더니.'
Sess02_script03_M018	1	'로또 1등.'
Sess02_impro02_M006	3	'걔가 나보고 못 생겨서 일도 못 한다고.'
Sess02_impro01_F030	3	'(제대로 들어 아이 아이) 한번 더 한 번더.'
Sess02_impro01_F018	3	'아 진짜.'
Sess02_impro01_F022	3	'(사람이야 아 뭐 언제적이야) o  이런 거 원래 잘 그게 확인도 많이 해주고 그래야돼 (살면서).'
Sess02_script03_M023	0	'잠깐. 성희야.'
Sess02_script03_M015	0	'마지막 하나 제발 제발.'
Sess02_impro02_M001	3	'어 엄마 왔어?'
Sess02_script03_M017	3	'와 이거    이걸 어쩌면 좋나.'
Sess02_script01_F014	0	'o  에이    뭐야.'
Sess02_script03_F026	0	'지금. 지금 바로 전화걸게 어?    내 친구들 많아.'
Sess02_impro03_M015	2	'(아니 지금 그걸 말이라고 해요? 지금? 좀 무심했던 건 맞는데요)'
Sess02_impro01_M018	0	'그때 나 진짜 세상이 무너지는 줄 알았다니까. o  N  어?    나 모든 걸 다 잃는 줄 알았어.'
Sess02_script04_M014	3	'그러니까 그냥 이대로 가자. 어? 나 이번에 들키면    이제 공무원 시험도 못 봐. o'
Sess02_impro04_F017	2	'일단 좀 진정하고. o'
Sess02_impro04_F002	3	'응    이번에 김대리 들어오고나서 되게 프로젝트 팀 분위기도 좋아지고 그런 건 알아요.    o  아 근데 살펴보니까 아 자꾸 추가비용이 발생하더라구요.'
Sess02_impro03_F004	2	'네.'
Sess02_script06_M001	3	'네. 안녕하세요.'
Sess02_impro03_M005	3	'그거말고 지금 다른 향신료를 넣은 거 같은데, 확인해봤어요? o     밋밋해서 그런거야. 마늘스톡을 넣어야지 지금 생물에다가 마늘 넣고 지금 그런 거 아니에요?'
Sess02_script03_M021	0	'아오. 아이 씨 아프게 꼬집으면 어떡해.'
Sess02_impro01_F012	3	'아 알았어.'
Sess02_impro01_M013	0	'야 이 o  내가 그래서 의사야. 응?'
Sess02_script01_F029	0	'자    오빠는 젓가락 줬지만 난 좋은 거 줄게.'
Sess02_script03_M013	1	'다섯개.       어 자    어떡해.    제발.'
Sess02_script04_M003	5	'잠깐만.    잠깐만 기다려봐. o     그 그러니까 스 새 생각을 좀 먼저 해보자고.'
Sess02_script03_M008	3	'오 시작한다.       그래 가자. 그렇지 자 가자.    아 아싸 하나 맞았고.'
Sess02_script03_F013	1	'(맞아 진)짜 진짜?    오빠 어 진짜 어떡해 여섯개 다 o  맞는 거 아니야? 일등? 일등 각? 일등? 일등? o'
Sess02_impro01_F039	3	'다 말해 다 내가 해줄게.'
Sess02_script02_F005	0	'안 봐? o'
Sess02_impro01_F028	3	'(퇴근해서 아 그니까) 피곤하니까 한번만 딱 하고.'
Sess02_script02_M002	2	'웃기잖아.    야 야 이 바나나 맛있다.    이거 어디서 산 거야?'
Sess02_script03_M027	3	'아 됐고. (어)'
Sess02_impro02_F017	6	'근데 엄마가 생각했을 때는    원래 사람이라는게 그렇더라구 왔다가두 가구 너가 더 잡을려고 노력하면 안 잡히고 아빠랑도 그랬어 엄마가.'
Sess02_script01_M001	0	'아이 천천히좀 먹어.    햄버거 어디 안 도망가.       아이 콜라도 좀 먹고. o'
Sess02_script01_M012	3	'에이    농담이지.    사실 내 꿈은 말이야.'
Sess02_impro01_F038	3	'당신 뭐 먹고 싶은 거 있어? 내가 내일 해줄게.'
Sess02_script01_M023	3	'o     아유 미안하다.    아이 그래도 아 다음에 만날 땐 내가 진짜 꼭 멋진 선물로 줄게.    아이 지금은 비록 중국집 배달부밖에 안되지만 뭐 열심히 하면    제주도 앞바다에 멋진 펜션도 짓고 우리도 멋지게 행복하게 살 수 있지 않을까?'
Sess02_impro02_F014	3	'아들    아니    아이 엄마는 괜히 이제 내가 얘기하면은 또    우리 아들도 힘들까봐 그랬지.'
Sess02_impro04_F010	3	'아.'
Sess02_impro01_M022	0	'(그랬었던 거 같은 아유) 아유 언제적이야 언제적 (사람이야).'
Sess02_impro01_M019	0	'깜짝 놀랬었다 진짜 그때.'
Sess02_impro02_F019	3	'알지. o  알지.'
Sess02_impro03_M018	2	'아이 기분 나쁘신가보네요.'
Sess02_script01_M019	0	'아이 어서 봐봐.'
Sess02_impro02_M025	3	'그래.      .'
Sess02_script02_F010	1	'아 글쎄.'
Sess02_script01_M016	2	'아 방금 한다고 했잖아.'
Sess02_impro01_F019	3	'아 그래도    당신 하니까 좀 낫다 내가 한 것보다는.'
Sess02_script02_M008	6	'뭐?'
Sess02_impro04_F006	3	'예?'
Sess02_script01_F008	1	'내 꿈은 음    오빠한테 시집 가는 거.'
Sess02_script02_M015	6	'(틀렸어 아이)    틀리긴 뭐가 틀려 뭐가 틀려.    빨리 병원 가자니까?'
Sess02_script04_M006	1	'이게    어 어 어떻게 됐어?'
Sess02_script02_F016	1	'미안해. 우리 아버지는 음 음 음 3년동안 폐암으로 병원에 계시다가 돌아가셨어.'
Sess02_script04_F020	5	'저 저 저기.'
Sess02_script04_F013	2	'아니 이거 이거 사람 사람이면 이러면 안 되잖아. 당신 이런 사람 아니잖아. o  왜 이러는 건데?'
Sess02_impro04_F023	3	'아 나 진 미치겠네 진짜.'
Sess02_script05_F005	3	'취미요?    어 요즘은 유튜브 영상 찍고 있습니다.'
Sess03_script06_M019	0	'아아아 야야 아프게 꼬집으면 어떡해 이. o'
Sess03_script06_F017	0	'아 오빠 어떡해. 어떡해 어떡해.'
Sess03_script01_M007	5	'아 깜짝이야.    어떻게 됐어? 죽었어?'
Sess03_script03_F010	3	'네?    아 아 아니요. 없습니다.'
Sess03_script02_F031	3	'미장원에셔 샴푸하면서 동네 아줌마들이 주는 팁좀 모았지. 으이그 오빠는 돈 걱정 하지마. 내가 먹여살릴게.'
Sess03_script03_M019	2	'아이 진짜 나 원 참 어이가 없네 진짜. 그럼 나가세요 예? o  당신 말고도 지원자는 널렸어요.'
Sess03_impro03_M026	1	'네 무슨 일이죠?'
Sess03_impro04_F007	3	'어 아니 뭐 지금 다시 먹고 싶은 거 해줄 수도 있구.'
Sess03_impro04_F034	3	'아 왜 말해봐.'
Sess03_script05_M004	3	'아 모를 수도 있지 뭐. 아 그게 무슨 대순가?    야 진짜 저거 진짜 웃기다.'
Sess03_script01_M011	5	'하 그럼 뭐야. 어떻게 된 거야.    o  사람은 쳤는데    그 사람이 없어졌다는게.    o'
Sess03_impro04_F040	0	'알았어 알았어 뭐 먹고 싶은데 (말해봐 말해봐 어 아 안먹어도 돼 안먹어도 돼 아 빨리 빨리 자 빨리) 같이 씻을까?'
Sess03_script03_M014	4	'아유 설마가 사람 잡는다고 하잖아요. 예. 특기가 노래랑 춤이라며. 보여줄 수 있어요?    그 요즘 유행하는 노래 있잖아요. 그 뭐지?    그 초등학생들도 부르는 노래 그 사랑을 했다?'
Sess03_script02_F008	1	'내 꿈은 오빠한테 시집 가는 거.'
Sess03_script02_F027	1	'이젠 안 만나.'
Sess03_impro03_F008	3	'(정상화 시킬려면은 아 잠시만) 말도 안 되는 프로젝트라고?'
Sess03_script01_M003	5	'아이 씨 괜히 운전해서. o'
Sess03_impro01_M007	3	'아 이 김부장 씨바 o  아니 김부장이 왜 자꾸 나한테만 짜증내고 그런단 말이야.'
Sess03_impro04_M031	3	'진짜 안 할 거야 그리고 무슨 죽어 죽기는 이렇게 건강한대.'
Sess03_impro01_F012	2	'알았어. 알았어 말해봐 말해봐 응.'
Sess03_impro04_F029	3	'절대 안 할 거야?'
Sess03_impro03_F026	2	'(하겠습니다 아니) 잠시만 강대리 강대리 강대리.'
Sess03_script05_M007	3	'이게 뭐야? 집 앞 마트는 라면하고 생필품이 싸고 반찬가게는 옆 동네 시장이 괜찮고    이게 뭔데 날 적어줘?'
Sess03_script06_M027	0	'(아 어) 진작에 그럴 것이지. 얼마 필요한데?'
Sess03_script03_F011	3	'아니 아니 그런 얘긴 (좀)'
Sess03_impro04_F030	3	'진짜?'
Sess03_impro02_M003	3	'그러고.'
Sess03_script04_M008	3	'(은데 지나친)건 아니라고 봅니다. 오히려 지나친 건 소은씨 같는데. 곧 회의가 시작될 거라    저는 보고서를 다 파악해둬야 되는데 소은씨 덕분에 그 시간을 뺐기고 있으니까요.'
Sess03_impro02_M018	2	'잘못됐죠. 요리사가 요리를 못 하는데 아니에요?'
Sess03_impro04_M001	3	'아 여보 (나 왔어).'
Sess03_script03_M010	3	'근데 유진씨는 애인 있어요?'
Sess03_script02_M024	3	'그치?    여진이 너가 생각해도 젓가락 100갠 좀 심했지?    미안해.'
Sess03_impro04_F017	3	's  아 아 아아 아니 무슨 의사가 이렇게 아프게 치료해도 되는 거야?'
Sess03_script05_F011	6	'6개월. o'
Sess03_script01_M031	1	'o  완전히 끝장 내야지.'
Sess03_script03_M012	2	'(좀 아) 됐구요.    취직공부 하느라고 연애 할 시간도 없었던 거죠?    그러면은 마지막 연애는 언제에요?'
Sess03_impro03_F004	3	'o  으음, 요즘 강래현 대리 들어오고나서 팀 분위기    좋아진다고 소식 많이 들었어요. o'
Sess03_script03_M007	3	'본인이 생각하기에 오늘 코디는 어때요? 본인 스스로에게 점수를 준다면?'
Sess03_script01_M010	5	'그래 그래 맞아.    고라니였나보다 그치 어?    고라니였어.    너랑 나랑 술 마셔서    o  고라니를 사람으로 착각한 거야. o'
Sess03_impro03_M023	2	'아니 지금 (말씀하시는 게 싸가지 없게 말씀하시잖아요    싸가지 없는 행동이에요) 네?'
Sess03_impro02_M007	3	'이 올리브오일을 내가 왜 얘기하는 거 같애요?'
Sess03_impro02_F019	2	'저 나름 인정받고 여기서 수석주방장으로 일하고 있습니다.'
Sess03_script01_F020	5	'살아있나봐.    살아있나봐. 어떡해?    어 어떡해.'
Sess03_impro03_M005	3	'네. o'
Sess03_script05_F015	6	'사실    우리 아빠도 나랑 같은 병이었어.'
Sess03_impro04_F021	3	'나 맹장 터져가지고 응급실 간.'
Sess03_impro04_M012	3	'아 봐봐 아이 (아 참 아 이거 안되겠다 야야    너 소독 안했지 아직)'
Sess03_script02_F010	3	'나랑 같이 살려면 꿈이 있어야 되는 거 아니야?'
Sess03_script06_M011	3	'워 호 야 네개 맞았어 네개 네개 우 하 이거 어떻게 할 거야.'
Sess03_script03_M016	4	'왜요? 못하겠어요?    이력서에 적혀있는 걸 우린 확인할 권한이 있어요. 진짜인지 가짜인지 확인해봐야죠.    아님 적질 말던가.'
Sess03_impro04_F036	3	'빨리. (사랑하냐고)'
Sess03_impro01_M016	1	'(아우 뭘) 어떡해.'
Sess03_impro04_F005	3	'집에?'
Sess03_script04_M007	3	'o     글쎄요. 그건 아쉬움이라기보단    궁금증이겠죠.    아니면 도대체 날 이렇게 엿 먹인게 누굴까 하는 질투정도로 해석이 되는데요.'
Sess03_script05_F005	3	'안 봐?'
Sess03_impro04_M042	0	'o  N  사 사랑해 사랑해 아 나 모르겠다 아 나 자야겠다 이제.'
Sess03_impro02_F010	2	'괜찮안 괜찮은 거 같은데.'
Sess03_impro02_M008	3	'아 모르는구나.'
Sess03_impro03_F010	3	'그리고 지금 강대리가 책임지고 이 프로젝트를 하고 있는 것도 알고 있지?'
Sess03_script04_F013	3	'개인적인 감정인가요?'
Sess03_impro03_M019	3	'아니 o  진정을 할 수 없는 상황이잖아요. 징계위원회가 열리면 감봉될 거고 지금 모든게 지금 다 제가 안 좋게 흘러가는 상황인건데 그걸 어떻게.'
Sess03_impro04_F027	3	'재혼 하는 거 아니야?'
Sess03_script04_F003	3	'아 좀 섭섭해서 찾아왔어요. 이번 환경단체 프로젝트에서 저를 빼고 다른 분하고 파트너를 짜셨다면서요.'
Sess03_script01_F018	3	'지 지 지섭씨.       저 저 저 저 저기 저 저기.'
Sess03_script03_M009	3	'(서 어어) 패션이란 주관적인 거 아니에요? 내가 보기에는 뭐 10점이에요.'
Sess03_impro01_F019	6	'그래 사랑이 어떻게 쉽겠어. 그래도 너무 속상해하지마 응?'
Sess03_impro01_M003	3	'아니 엄마.'
Sess03_script05_M020	6	'여보.    왜이래. o  왜이리 약한 생각을 (해)'
